student_id,state,category,gender,quota,12th_percentage,entrance_score,effective_score,extracurriculars,preferences_count,assigned_college,admission_chance
S0984,Gujarat,ST,Male,None,73.33,220,220,1,5,NIT Example,0.616
S0985,Tamil Nadu,OBC,Female,None,68.2,149,149,2,5,Regional Engineering College,0.434
S0986,Haryana,SC,Male,None,63.18,144,144,1,7,Regional Engineering College,0.411
S0987,Gujarat,GEN,Male,None,63.31,182,182,3,9,State Tech University,0.514
S0988,Karnataka,GEN,Male,None,67.44,193,193,0,7,State Tech University,0.564
S0989,Gujarat,OBC,Female,None,61.35,137,137,4,3,Local Government College,0.509
S0990,Karnataka,OBC,Female,None,61.47,188,188,0,4,State Tech University,0.541
S0991,Haryana,SC,Female,None,54.35,118,118,3,7,Local Government College,0.423
S0992,Rajasthan,OBC,Male,None,69.41,135,135,3,8,Local Government College,0.5
S0993,Tamil Nadu,OBC,Female,None,88.01,268,268,2,10,IIT Example,0.805
S0994,Haryana,SC,Female,None,55.07,155,155,2,7,Regional Engineering College,0.461
S0995,Uttar Pradesh,GEN,Male,None,77.04,224,224,2,4,NIT Example,0.635
S0996,Uttar Pradesh,SC,Other,None,74.43,153,153,1,8,Regional Engineering College,0.452
S0997,Gujarat,OBC,Female,None,50.57,132,132,1,6,Local Government College,0.486
S0998,Delhi,GEN,Male,None,79.85,225,225,0,8,NIT Example,0.639
S0999,Maharashtra,GEN,Male,None,82.79,229,229,1,3,NIT Example,0.657
S1000,Tamil Nadu,GEN,Female,TFW,87.42,238,238,3,10,NIT Example,0.698
S1001,Haryana,SC,Female,None,76.16,189,189,0,10,State Tech University,0.545
S1002,Gujarat,OBC,Female,TFW,54.09,126,126,1,3,Local Government College,0.459
S1003,Delhi,OBC,Female,None,86.93,242,242,1,3,NIT Example,0.716
S1004,Uttar Pradesh,OBC,Male,TFW,46.54,172,172,0,8,State Tech University,0.468
S1005,Karnataka,EWS,Male,None,85.67,231,231,2,9,NIT Example,0.666
S1006,Tamil Nadu,OBC,Male,None,67.71,165,165,1,7,Regional Engineering College,0.506
S1007,Gujarat,OBC,Male,None,76.75,214,214,2,6,NIT Example,0.589
S1008,Gujarat,OBC,Female,None,64.17,190,190,3,7,State Tech University,0.55
S1009,Tamil Nadu,GEN,Female,None,78.85,200,200,0,4,State Tech University,0.595
S1010,Haryana,OBC,Female,TFW,87.96,252,252,3,5,IIT Example,0.732
S1011,Uttar Pradesh,GEN,Female,NRI,80.85,237,197,1,7,State Tech University,0.582
S1012,Gujarat,GEN,Female,None,73.5,212,212,0,5,State Tech University,0.65
S1013,Uttar Pradesh,SC,Male,None,87.98,217,217,2,4,NIT Example,0.603
S1014,Maharashtra,GEN,Male,None,62.3,99,99,3,4,Community College,0.486
S1015,Gujarat,OBC,Male,None,70.79,128,128,3,7,Local Government College,0.468
S1016,Maharashtra,OBC,Male,NRI,64.19,138,98,0,8,Community College,0.482
S1017,Uttar Pradesh,GEN,Male,None,71.14,187,187,4,10,State Tech University,0.536
S1018,Karnataka,GEN,Male,None,77.72,188,188,2,4,State Tech University,0.541
S1019,Uttar Pradesh,OBC,Female,None,78.73,165,165,1,7,Regional Engineering College,0.506
S1020,Uttar Pradesh,GEN,Male,NRI,72.45,217,177,2,10,Regional Engineering College,0.561
S1021,Maharashtra,GEN,Male,None,80.77,247,247,1,4,NIT Example,0.739
S1022,Rajasthan,GEN,Male,None,88.8,238,238,0,10,NIT Example,0.698
S1023,Gujarat,GEN,Female,None,76.15,183,183,2,4,State Tech University,0.518
S1024,Haryana,OBC,Male,None,56.38,163,163,0,10,Regional Engineering College,0.497
S1025,Karnataka,OBC,Female,None,83.96,253,253,3,10,IIT Example,0.736
S1026,Haryana,GEN,Male,NRI,64.57,159,119,0,7,Community College,0.577
S1027,Gujarat,GEN,Female,None,85.2,231,231,2,8,NIT Example,0.666
S1028,Haryana,OBC,Male,None,97.41,284,284,3,10,IIT Example,0.877
S1029,Haryana,SC,Male,None,82.65,226,226,2,5,NIT Example,0.644
S1030,Karnataka,GEN,Female,None,60.67,164,164,1,4,Regional Engineering College,0.502
S1031,Delhi,OBC,Male,None,74.59,154,154,2,6,Regional Engineering College,0.456
S1032,Tamil Nadu,EWS,Male,None,75.05,235,235,1,9,NIT Example,0.685
S1033,Rajasthan,OBC,Male,None,60.16,173,173,1,5,State Tech University,0.473
S1034,Karnataka,SC,Female,None,92.6,254,254,2,4,IIT Example,0.741
S1035,Haryana,GEN,Male,None,63.49,131,131,2,7,Local Government College,0.482
S1036,Rajasthan,GEN,Male,None,80.97,203,203,0,9,State Tech University,0.609
S1037,Gujarat,OBC,Female,None,83.29,223,223,2,5,NIT Example,0.63
S1038,Maharashtra,SC,Female,None,76.81,209,209,1,7,NIT Example,0.566
S1039,Rajasthan,OBC,Male,None,68.12,170,170,1,8,State Tech University,0.459
S1040,Delhi,OBC,Female,None,91.3,228,228,1,9,NIT Example,0.653
S1041,Gujarat,EWS,Female,None,61.28,172,172,0,9,State Tech University,0.468
S1042,Tamil Nadu,SC,Male,TFW,69.15,206,206,4,3,NIT Example,0.553
S1043,Maharashtra,OBC,Female,None,86.67,222,222,3,7,NIT Example,0.625
S1044,Maharashtra,GEN,Female,None,88.09,259,259,4,8,NIT Example,0.794
S1045,Rajasthan,GEN,Male,None,77.6,194,194,3,5,State Tech University,0.568
S1046,Haryana,GEN,Female,None,53.15,123,123,3,8,Local Government College,0.445
S1047,Rajasthan,GEN,Other,None,79.44,221,221,1,5,NIT Example,0.621
S1048,Maharashtra,GEN,Male,None,79.93,202,202,2,10,State Tech University,0.605
S1049,Rajasthan,EWS,Male,None,92.4,204,204,1,9,State Tech University,0.614
S1050,Haryana,ST,Female,TFW,83.39,186,186,2,5,State Tech University,0.532
S1051,Haryana,OBC,Female,None,84.5,205,205,2,8,State Tech University,0.618
S1052,Uttar Pradesh,GEN,Female,None,77.67,203,203,3,6,State Tech University,0.609
S1053,Delhi,GEN,Female,None,68.92,157,157,0,3,Regional Engineering College,0.47
S1054,Haryana,OBC,Male,None,84.71,205,205,1,4,State Tech University,0.618
S1055,Tamil Nadu,SC,Female,NRI,60.88,203,163,2,7,State Tech University,0.427
S1056,Haryana,OBC,Female,None,70.94,180,180,0,6,State Tech University,0.505
S1057,Haryana,OBC,Female,None,77.51,176,176,4,7,State Tech University,0.486
S1058,Maharashtra,ST,Female,None,65.77,184,184,2,10,State Tech University,0.523
S1059,Haryana,OBC,Male,None,81.55,157,157,4,7,Regional Engineering College,0.47
S1060,Delhi,GEN,Female,None,86.12,229,229,3,7,NIT Example,0.657
S1061,Delhi,GEN,Male,None,66.2,155,155,2,3,Regional Engineering College,0.461
S1062,Delhi,SC,Female,None,92.3,227,227,1,4,NIT Example,0.648
S1063,Tamil Nadu,OBC,Female,None,75.67,189,189,2,5,State Tech University,0.545
S1064,Delhi,GEN,Male,None,94.86,231,231,2,5,NIT Example,0.666
S1065,Tamil Nadu,OBC,Male,None,79.28,237,237,1,6,NIT Example,0.694
S1066,Haryana,GEN,Female,None,88.15,239,239,1,4,NIT Example,0.703
S1067,Tamil Nadu,OBC,Female,None,79.64,228,228,2,9,NIT Example,0.653
S1068,Rajasthan,GEN,Male,None,57.42,182,182,3,6,State Tech University,0.514
S1069,Gujarat,GEN,Male,None,95.98,239,239,2,3,NIT Example,0.703
S1070,Tamil Nadu,OBC,Male,None,55.6,138,138,4,6,Local Government College,0.514
S1071,Rajasthan,OBC,Male,None,62.1,164,164,1,9,Regional Engineering College,0.502
S1072,Maharashtra,GEN,Female,None,64.07,219,219,2,8,State Tech University,0.682
S1073,Maharashtra,GEN,Female,None,83.62,213,213,3,9,State Tech University,0.655
S1074,Delhi,GEN,Male,None,82.83,174,174,0,9,Regional Engineering College,0.547
S1075,Haryana,SC,Female,None,59.9,174,174,5,6,State Tech University,0.477
S1076,Gujarat,OBC,Other,None,60.91,138,138,4,3,Local Government College,0.514
S1077,Maharashtra,SC,Male,None,65.45,146,146,1,4,Regional Engineering College,0.42
S1078,Haryana,GEN,Female,None,74.01,198,198,1,3,State Tech University,0.586
S1079,Maharashtra,OBC,Male,None,86.42,237,237,1,6,NIT Example,0.694
S1080,Karnataka,OBC,Male,NRI,81.12,242,202,0,5,State Tech University,0.605
S1081,Rajasthan,OBC,Female,None,57.05,172,172,3,5,State Tech University,0.468
S1082,Karnataka,OBC,Male,None,73.52,205,205,4,4,State Tech University,0.618
S1083,Haryana,ST,Male,None,67.7,190,190,4,8,State Tech University,0.55
S1084,Delhi,GEN,Male,None,76.52,169,169,2,9,Regional Engineering College,0.525
S1085,Rajasthan,GEN,Male,TFW,83.67,220,220,2,7,NIT Example,0.616
S1086,Tamil Nadu,GEN,Female,TFW,50.6,184,184,1,9,State Tech University,0.523
S1087,Tamil Nadu,OBC,Male,None,75.42,246,246,2,9,NIT Example,0.735
S1088,Uttar Pradesh,OBC,Male,None,62.45,174,174,2,7,State Tech University,0.477
S1089,Karnataka,GEN,Male,None,75.27,209,209,0,10,State Tech University,0.636
S1090,Maharashtra,ST,Male,None,58.62,169,169,5,3,State Tech University,0.455
S1091,Rajasthan,GEN,Female,TFW,76.66,172,172,1,3,Regional Engineering College,0.538
S1092,Haryana,OBC,Male,None,88.25,223,223,1,4,NIT Example,0.63
S1093,Uttar Pradesh,GEN,Female,None,72.17,177,177,1,10,Regional Engineering College,0.561
S1094,Karnataka,OBC,Female,None,68.58,185,185,3,7,State Tech University,0.527
S1095,Rajasthan,GEN,Other,None,59.76,172,172,2,8,Regional Engineering College,0.538
S1096,Gujarat,GEN,Male,None,78.13,228,228,0,6,NIT Example,0.653
S1097,Tamil Nadu,OBC,Female,None,60.8,151,151,2,7,Regional Engineering College,0.443
S1098,Rajasthan,ST,Female,None,91.33,238,238,4,4,IIT Example,0.668
S1099,Haryana,SC,Male,None,74.71,224,224,4,6,NIT Example,0.635
S1100,Haryana,GEN,Female,None,73.78,139,139,2,10,Local Government College,0.518
S1101,Haryana,EWS,Male,None,49.92,125,125,0,8,Local Government College,0.455
S1102,Maharashtra,GEN,Male,None,64.39,154,154,2,10,Regional Engineering College,0.456
S1103,Tamil Nadu,SC,Male,None,80.83,161,161,2,5,State Tech University,0.418
S1104,Haryana,OBC,Male,TFW,73.81,201,201,1,3,State Tech University,0.6
S1105,Uttar Pradesh,OBC,Male,None,93.99,237,237,2,3,NIT Example,0.694
S1106,Delhi,SC,Male,None,92.13,229,229,2,4,NIT Example,0.657
S1107,Karnataka,GEN,Female,None,70.74,194,194,3,4,State Tech University,0.568
S1108,Uttar Pradesh,GEN,Female,Defence,74.65,160,170,0,9,Regional Engineering College,0.529
S1109,Gujarat,GEN,Female,None,74.25,199,199,3,8,State Tech University,0.591
S1110,Uttar Pradesh,SC,Female,None,85.43,192,192,0,4,State Tech University,0.559
S1111,Delhi,GEN,Male,None,75.61,233,233,1,5,NIT Example,0.675
S1112,Haryana,GEN,Female,None,64.98,132,132,2,9,Local Government College,0.486
S1113,Tamil Nadu,GEN,Female,None,83.23,212,212,3,5,State Tech University,0.65
S1114,Karnataka,OBC,Female,None,68.26,189,189,4,10,State Tech University,0.545
S1115,Tamil Nadu,GEN,Female,None,67.36,176,176,0,9,Regional Engineering College,0.556
S1116,Uttar Pradesh,ST,Female,None,85.45,245,245,1,5,IIT Example,0.7
S1117,Haryana,OBC,Male,None,69.29,159,159,1,7,Regional Engineering College,0.479
S1118,Gujarat,GEN,Female,None,74.09,150,150,2,4,Regional Engineering College,0.438
S1119,Gujarat,SC,Other,None,68.59,182,182,3,10,State Tech University,0.514
S1120,Uttar Pradesh,GEN,Male,None,69.56,168,168,2,10,Regional Engineering College,0.52
S1121,Haryana,GEN,Female,None,66.82,197,197,1,8,State Tech University,0.582
S1122,Delhi,GEN,Male,None,86.93,260,260,3,10,IIT Example,0.768
S1123,Maharashtra,GEN,Male,None,82.59,202,202,1,5,State Tech University,0.605
S1124,Maharashtra,OBC,Male,NRI,65.74,211,171,2,10,State Tech University,0.464
S1125,Gujarat,GEN,Female,NRI,62.84,121,81,0,6,No Seat / Private Coaching,0.01
S1126,Karnataka,GEN,Male,None,62.23,161,161,2,6,Regional Engineering College,0.488
S1127,Rajasthan,ST,Male,None,69.82,190,190,2,3,State Tech University,0.55
S1128,Rajasthan,GEN,Female,None,82.73,238,238,1,9,NIT Example,0.698
S1129,Gujarat,GEN,Female,None,78.21,182,182,0,7,State Tech University,0.514
S1130,Uttar Pradesh,GEN,Male,None,90.98,190,190,2,7,State Tech University,0.55
S1131,Tamil Nadu,GEN,Male,None,87.75,218,218,5,8,State Tech University,0.677
S1132,Uttar Pradesh,ST,Female,None,94.96,254,254,2,5,IIT Example,0.741
S1133,Uttar Pradesh,GEN,Female,None,82.83,237,237,0,6,NIT Example,0.694
S1134,Haryana,SC,Male,None,59.51,151,151,1,6,Regional Engineering College,0.443
S1135,Uttar Pradesh,GEN,Female,NRI,88.16,174,134,3,5,Local Government College,0.495
S1136,Maharashtra,GEN,Male,Defence,75.04,225,235,1,3,NIT Example,0.685
S1137,Rajasthan,OBC,Male,None,86.79,190,190,2,4,State Tech University,0.55
S1138,Haryana,OBC,Male,None,99.0,287,287,2,9,IIT Example,0.891
S1139,Uttar Pradesh,GEN,Male,None,70.37,193,193,4,4,State Tech University,0.564
S1140,Maharashtra,OBC,Male,None,87.71,232,232,3,3,NIT Example,0.671
S1141,Haryana,OBC,Male,None,81.28,208,208,3,5,State Tech University,0.632
S1142,Gujarat,OBC,Female,None,77.66,191,191,2,4,State Tech University,0.555
S1143,Rajasthan,ST,Male,None,93.34,240,240,2,9,IIT Example,0.677
S1144,Delhi,OBC,Female,None,80.27,152,152,3,6,Regional Engineering College,0.447
S1145,Karnataka,OBC,Male,TFW,63.88,142,142,4,8,Regional Engineering College,0.402
S1146,Maharashtra,GEN,Male,None,77.31,260,260,2,8,IIT Example,0.768
S1147,Gujarat,GEN,Female,None,64.47,107,107,0,6,Community College,0.523
S1148,Tamil Nadu,EWS,Male,None,83.54,295,295,2,10,IIT Example,0.927
S1149,Uttar Pradesh,SC,Female,None,72.93,155,155,1,7,Regional Engineering College,0.461
S1150,Rajasthan,GEN,Male,None,91.13,269,269,2,10,IIT Example,0.809
S1151,Karnataka,OBC,Female,None,94.18,263,263,0,7,IIT Example,0.782
S1152,Haryana,OBC,Female,TFW,68.33,178,178,4,4,State Tech University,0.495
S1153,Uttar Pradesh,ST,Male,None,76.86,209,209,0,5,NIT Example,0.566
S1154,Delhi,EWS,Male,None,55.87,140,140,2,4,Local Government College,0.523
S1155,Tamil Nadu,OBC,Female,None,62.62,151,151,3,3,Regional Engineering College,0.443
S1156,Delhi,GEN,Female,TFW,83.77,231,231,4,10,NIT Example,0.666
S1157,Gujarat,GEN,Female,None,71.91,146,146,3,6,Local Government College,0.55
S1158,Karnataka,GEN,Female,None,64.9,172,172,4,8,Regional Engineering College,0.538
S1159,Rajasthan,OBC,Female,None,50.11,129,129,4,10,Local Government College,0.473
S1160,Haryana,OBC,Female,NRI,71.09,203,163,3,7,Regional Engineering College,0.497
S1161,Tamil Nadu,SC,Male,None,86.28,214,214,1,7,NIT Example,0.589
S1162,Maharashtra,GEN,Male,TFW,52.18,104,104,5,5,Community College,0.509
S1163,Delhi,GEN,Male,None,69.75,140,140,2,5,Local Government College,0.523
S1164,Tamil Nadu,GEN,Male,None,82.31,175,175,5,5,Regional Engineering College,0.552
S1165,Haryana,GEN,Male,None,63.08,167,167,0,3,Regional Engineering College,0.515
S1166,Gujarat,EWS,Male,None,54.2,146,146,0,5,Regional Engineering College,0.42
S1167,Delhi,GEN,Male,TFW,86.48,282,282,2,5,IIT Example,0.868
S1168,Haryana,ST,Male,Defence,89.46,237,247,3,8,IIT Example,0.709
S1169,Delhi,OBC,Male,TFW,80.42,178,178,1,5,State Tech University,0.495
S1170,Haryana,GEN,Male,None,59.68,134,134,4,3,Local Government College,0.495
S1171,Tamil Nadu,OBC,Male,None,65.8,172,172,8,6,State Tech University,0.468
S1172,Haryana,GEN,Male,None,75.91,171,171,0,6,Regional Engineering College,0.534
S1173,Uttar Pradesh,SC,Female,None,69.23,243,243,1,4,IIT Example,0.691
S1174,Haryana,OBC,Female,Defence,74.52,158,168,3,9,Regional Engineering College,0.52
S1175,Uttar Pradesh,OBC,Female,None,56.01,166,166,1,3,Regional Engineering College,0.511
S1176,Gujarat,GEN,Female,None,71.91,185,185,2,9,State Tech University,0.527
S1177,Gujarat,GEN,Male,None,74.39,172,172,0,10,Regional Engineering College,0.538
S1178,Karnataka,GEN,Female,None,76.8,202,202,2,9,State Tech University,0.605
S1179,Haryana,GEN,Female,Defence,81.25,221,231,2,9,NIT Example,0.666
S1180,Rajasthan,GEN,Female,None,80.75,228,228,2,6,NIT Example,0.653
S1181,Delhi,OBC,Female,Defence,82.59,199,209,1,4,State Tech University,0.636
S1182,Rajasthan,GEN,Male,TFW,69.9,208,208,4,9,State Tech University,0.632
S1183,Tamil Nadu,OBC,Female,None,73.51,185,185,4,5,State Tech University,0.527
S1184,Uttar Pradesh,GEN,Male,None,74.53,149,149,0,3,Local Government College,0.564
S1185,Delhi,SC,Male,None,76.65,272,272,1,10,IIT Example,0.823
S1186,Uttar Pradesh,GEN,Male,None,78.28,151,151,1,10,Regional Engineering College,0.443
S1187,Karnataka,OBC,Female,None,84.54,244,244,1,10,NIT Example,0.725
S1188,Uttar Pradesh,GEN,Female,None,65.81,142,142,1,4,Local Government College,0.532
S1189,Gujarat,OBC,Female,NRI,70.02,157,117,3,10,Local Government College,0.418
S1190,Karnataka,GEN,Female,None,73.5,191,191,0,7,State Tech University,0.555
S1191,Tamil Nadu,OBC,Male,None,80.52,215,215,1,5,NIT Example,0.594
S1192,Gujarat,GEN,Male,None,86.9,230,230,2,8,NIT Example,0.662
S1193,Maharashtra,GEN,Female,TFW,63.98,209,209,1,6,State Tech University,0.636
S1194,Tamil Nadu,SC,Female,None,81.67,197,197,2,8,State Tech University,0.582
S1195,Gujarat,SC,Female,None,80.23,224,224,1,8,NIT Example,0.635
S1196,Karnataka,OBC,Male,None,78.17,199,199,3,5,State Tech University,0.591
S1197,Delhi,GEN,Female,None,76.26,232,232,0,5,NIT Example,0.671
S1198,Karnataka,GEN,Female,None,76.29,171,171,4,4,Regional Engineering College,0.534
S1199,Rajasthan,OBC,Male,None,64.87,184,184,2,3,State Tech University,0.523
S1200,Haryana,GEN,Female,None,72.3,164,164,3,10,Regional Engineering College,0.502
S1201,Gujarat,GEN,Male,None,82.2,237,237,3,4,NIT Example,0.694
S1202,Uttar Pradesh,GEN,Female,None,78.69,256,256,3,7,NIT Example,0.78
S1203,Tamil Nadu,GEN,Other,None,73.78,170,170,4,4,Regional Engineering College,0.529
S1204,Karnataka,GEN,Female,None,85.53,217,217,3,6,State Tech University,0.673
S1205,Karnataka,GEN,Female,None,70.19,202,202,1,10,State Tech University,0.605
S1206,Karnataka,ST,Male,None,56.68,134,134,1,3,Regional Engineering College,0.365
S1207,Karnataka,SC,Female,None,82.34,170,170,2,6,State Tech University,0.459
S1208,Tamil Nadu,OBC,Male,None,78.27,213,213,2,7,NIT Example,0.585
S1209,Gujarat,GEN,Female,None,70.65,161,161,2,6,Regional Engineering College,0.488
S1210,Karnataka,GEN,Female,None,58.97,171,171,3,6,Regional Engineering College,0.534
S1211,Uttar Pradesh,EWS,Male,None,70.08,201,201,1,3,State Tech University,0.6
S1212,Karnataka,ST,Female,NRI,57.35,117,77,1,10,Community College,0.45
S1213,Gujarat,OBC,Male,None,67.31,191,191,5,4,State Tech University,0.555
S1214,Tamil Nadu,SC,Other,None,67.74,198,198,3,6,State Tech University,0.586
S1215,Rajasthan,GEN,Other,None,90.87,232,232,4,4,NIT Example,0.671
S1216,Tamil Nadu,OBC,Male,None,84.17,194,194,3,3,State Tech University,0.568
S1217,Karnataka,GEN,Male,None,56.99,139,139,2,7,Local Government College,0.518
S1218,Haryana,GEN,Male,Defence,71.73,217,227,1,9,NIT Example,0.648
S1219,Uttar Pradesh,SC,Female,None,67.12,168,168,3,8,State Tech University,0.45
S1220,Tamil Nadu,GEN,Female,None,72.68,202,202,1,9,State Tech University,0.605
S1221,Haryana,OBC,Female,None,88.01,234,234,3,9,NIT Example,0.68
S1222,Rajasthan,OBC,Female,None,80.71,166,166,1,5,Regional Engineering College,0.511
S1223,Karnataka,GEN,Male,None,78.07,232,232,2,9,NIT Example,0.671
S1224,Karnataka,GEN,Male,None,71.44,178,178,4,7,Regional Engineering College,0.565
S1225,Rajasthan,GEN,Female,TFW,70.83,203,203,0,10,State Tech University,0.609
S1226,Delhi,GEN,Male,None,79.04,228,228,1,10,NIT Example,0.653
S1227,Haryana,GEN,Female,None,87.0,203,203,2,3,State Tech University,0.609
S1228,Karnataka,OBC,Male,None,71.7,131,131,2,8,Local Government College,0.482
S1229,Tamil Nadu,GEN,Female,None,79.9,216,216,3,10,State Tech University,0.668
S1230,Haryana,GEN,Female,None,70.81,135,135,2,7,Local Government College,0.5
S1231,Gujarat,SC,Female,None,75.74,173,173,0,3,State Tech University,0.473
S1232,Rajasthan,ST,Male,None,72.17,179,179,3,9,State Tech University,0.5
S1233,Haryana,OBC,Male,None,52.93,117,117,2,7,Local Government College,0.418
S1234,Tamil Nadu,OBC,Male,None,61.85,159,159,3,10,Regional Engineering College,0.479
S1235,Karnataka,OBC,Female,None,99.0,201,201,4,10,State Tech University,0.6
S1236,Haryana,OBC,Male,None,82.92,188,188,2,7,State Tech University,0.541
S1237,Haryana,OBC,Male,None,85.11,221,221,2,7,NIT Example,0.621
S1238,Gujarat,GEN,Female,None,62.06,170,170,3,8,Regional Engineering College,0.529
S1239,Gujarat,SC,Female,None,70.74,151,151,2,8,Regional Engineering College,0.443
S1240,Rajasthan,GEN,Male,None,76.23,201,201,0,8,State Tech University,0.6
S1241,Maharashtra,OBC,Male,None,88.11,192,192,3,4,State Tech University,0.559
S1242,Karnataka,SC,Male,None,75.75,176,176,1,8,State Tech University,0.486
S1243,Maharashtra,OBC,Female,None,78.67,173,173,2,9,State Tech University,0.473
S1244,Delhi,GEN,Male,None,56.62,175,175,2,8,Regional Engineering College,0.552
S1245,Rajasthan,OBC,Male,None,82.04,196,196,2,10,State Tech University,0.577
S1246,Karnataka,OBC,Male,None,70.41,133,133,3,8,Local Government College,0.491
S1247,Tamil Nadu,OBC,Male,None,75.41,166,166,4,10,Regional Engineering College,0.511
S1248,Karnataka,SC,Female,None,57.52,139,139,1,3,Regional Engineering College,0.388
S1249,Delhi,EWS,Male,None,59.23,173,173,0,4,State Tech University,0.473
S1250,Karnataka,OBC,Male,None,83.26,201,201,4,10,State Tech University,0.6
S1251,Rajasthan,GEN,Female,None,66.63,149,149,1,7,Local Government College,0.564
S1252,Delhi,GEN,Female,None,77.58,220,220,2,9,NIT Example,0.616
S1253,Delhi,OBC,Male,None,78.84,169,169,1,5,Regional Engineering College,0.525
S1254,Maharashtra,OBC,Female,None,95.46,220,220,3,10,NIT Example,0.616
S1255,Uttar Pradesh,OBC,Female,TFW,62.56,157,157,3,7,Regional Engineering College,0.47
S1256,Rajasthan,ST,Female,None,51.39,133,133,3,6,Regional Engineering College,0.361
S1257,Gujarat,OBC,Male,None,93.19,251,251,1,7,IIT Example,0.727
S1258,Rajasthan,GEN,Female,TFW,72.96,230,230,1,6,NIT Example,0.662
S1259,Rajasthan,GEN,Male,None,69.21,207,207,4,6,State Tech University,0.627
S1260,Rajasthan,GEN,Male,None,81.35,208,208,2,7,State Tech University,0.632
S1261,Haryana,OBC,Other,None,70.07,207,207,2,3,State Tech University,0.627
S1262,Uttar Pradesh,GEN,Male,None,67.49,179,179,2,7,Regional Engineering College,0.57
S1263,Tamil Nadu,OBC,Male,None,83.44,230,230,1,3,NIT Example,0.662
S1264,Maharashtra,SC,Male,None,76.98,165,165,4,4,State Tech University,0.436
S1265,Rajasthan,ST,Female,NRI,60.37,154,114,0,9,Local Government College,0.405
S1266,Tamil Nadu,GEN,Female,None,72.27,184,184,4,4,State Tech University,0.523
S1267,Delhi,OBC,Male,None,69.96,184,184,2,8,State Tech University,0.523
S1268,Gujarat,SC,Female,None,60.13,118,118,1,6,Local Government College,0.423
S1269,Rajasthan,GEN,Male,None,66.05,155,155,2,7,Regional Engineering College,0.461
S1270,Haryana,GEN,Female,None,75.23,160,160,2,8,Regional Engineering College,0.484
S1271,Karnataka,GEN,Male,None,90.5,216,216,5,7,State Tech University,0.668
S1272,Tamil Nadu,GEN,Female,None,62.33,153,153,2,3,Regional Engineering College,0.452
S1273,Maharashtra,SC,Female,TFW,58.97,206,206,2,6,NIT Example,0.553
S1274,Delhi,OBC,Male,TFW,99.0,269,269,3,8,IIT Example,0.809
S1275,Karnataka,OBC,Male,None,72.93,205,205,1,3,State Tech University,0.618
S1276,Rajasthan,ST,Female,None,74.24,156,156,4,6,State Tech University,0.395
S1277,Delhi,GEN,Female,TFW,77.52,194,194,4,8,State Tech University,0.568
S1278,Rajasthan,SC,Male,None,88.05,246,246,0,10,IIT Example,0.705
S1279,Haryana,SC,Female,None,69.86,183,183,1,9,State Tech University,0.518
S1280,Karnataka,SC,Female,None,69.27,152,152,2,8,Regional Engineering College,0.447
S1281,Rajasthan,OBC,Female,None,58.82,153,153,4,10,Regional Engineering College,0.452
S1282,Maharashtra,SC,Female,None,70.42,220,220,2,10,NIT Example,0.616
S1283,Tamil Nadu,GEN,Male,None,89.23,270,270,1,4,IIT Example,0.814
S1284,Karnataka,GEN,Female,Defence,65.95,181,191,3,5,State Tech University,0.555
S1285,Rajasthan,SC,Male,None,79.91,200,200,0,5,NIT Example,0.525
S1286,Delhi,GEN,Female,None,57.68,167,167,0,7,Regional Engineering College,0.515
S1287,Uttar Pradesh,GEN,Male,None,72.43,212,212,3,9,State Tech University,0.65
S1288,Uttar Pradesh,GEN,Male,None,85.78,223,223,1,6,NIT Example,0.63
S1289,Karnataka,EWS,Male,None,82.91,259,259,1,5,IIT Example,0.764
S1290,Maharashtra,GEN,Male,None,87.46,229,229,2,4,NIT Example,0.657
S1291,Gujarat,GEN,Female,None,63.76,136,136,2,9,Local Government College,0.505
S1292,Haryana,SC,Female,None,63.72,177,177,4,6,State Tech University,0.491
S1293,Uttar Pradesh,EWS,Female,None,79.22,194,194,3,10,State Tech University,0.568
S1294,Rajasthan,GEN,Female,None,71.44,149,149,2,7,Local Government College,0.564
S1295,Uttar Pradesh,GEN,Male,None,84.44,205,205,2,7,State Tech University,0.618
S1296,Delhi,GEN,Male,None,94.19,258,258,3,10,NIT Example,0.789
S1297,Karnataka,GEN,Male,None,54.82,135,135,1,9,Local Government College,0.5
S1298,Uttar Pradesh,OBC,Female,None,71.7,208,208,1,7,State Tech University,0.632
S1299,Karnataka,GEN,Male,None,77.99,202,202,2,6,State Tech University,0.605
S1300,Haryana,ST,Other,TFW,69.15,143,143,3,3,Regional Engineering College,0.406
S1301,Maharashtra,GEN,Female,None,54.24,174,174,3,9,Regional Engineering College,0.547
S1302,Gujarat,GEN,Female,None,59.17,154,154,2,5,Regional Engineering College,0.456
S1303,Delhi,GEN,Female,None,73.21,203,203,1,10,State Tech University,0.609
S1304,Tamil Nadu,GEN,Female,None,68.08,158,158,2,7,Regional Engineering College,0.475
S1305,Karnataka,GEN,Female,None,59.78,151,151,2,7,Regional Engineering College,0.443
S1306,Gujarat,ST,Male,NRI,89.15,281,241,5,7,IIT Example,0.682
S1307,Gujarat,GEN,Male,None,82.55,206,206,2,10,State Tech University,0.623
S1308,Tamil Nadu,OBC,Female,None,73.74,207,207,0,10,State Tech University,0.627
S1309,Maharashtra,GEN,Male,None,67.91,174,174,2,10,Regional Engineering College,0.547
S1310,Delhi,GEN,Male,None,86.68,232,232,4,10,NIT Example,0.671
